Titulo,Comentarios,Status,Toteat
"
• https://github.com/toteat/backend_gcr_py3/issues/3565
• https://github.com/toteat/backend_gcr_py3/issues/4562
• https://github.com/toteat/backend_gcr_py3/issues/4532
• https://github.com/toteat/backend_gcr_py3/issues/4581
• https://github.com/toteat/backend_gae_py2/issues/622","Cancelacion de los pedidos se esta evaluando que se envio la comanda de la cancelacion

Arrojar error cuando se usa URL invalidas o estan vacios y estan activas

https://github.com/toteat/backend_gae_py2/issues/622
Se van a vincular turno toteat con cierre de peya",Sin empezar,
